,Product_1,Product_2,Product_3,Product_4,Product_5
3525255,76217352,44349631,73685012,11849226,457194
35259667,73476077,41819516,76103258,36909167,48483836
35260971,36909167,52069061,35270555,48587009,35266279
35266279,36909167,52069061,35270555,35260971,48587009
3526997,49652338,1713195,48449680,6506587,3526999
3526999,49652338,1713195,48449680,6506587,3526997
3527007,72969822,73807070,15659038,73121485,52502814
35270555,36909167,52069061,35260971,48587009,35266279
35278834,375565,45268753,11236009,69459839,35292559
35281385,11217956,36264193,19460704,11254535,35170466
35292559,376848,64319112,375565,69459839,35278834
35302658,4688759,2508067,4688757,6991111,24596629
35327431,74776144,50883140,49884032,41098540,67345441
35328686,33732222,72913605,73172863,48184433,14786776
35339652,53798008,25693431,32102874,11230151,73378806
35339655,998687,66573446,64246103,50086320,50085665
35344651,74247140,70772235,59168467,80629901,64441281
35373097,48273751,52333193,72928043,52889826,26348659
35412981,16919644,4268915,58866777,71291990,74572230
35420153,8141868,69238917,19772753,49658272,23306883
35460128,4028301,7383363,57524517,80850379,19242072
3548811,548534,548547,548535,548529,548545
3549585,548545,3548811,548547,548549,4191389
35527589,6803095,73247867,22052301,73280676,2130371
35532358,72882726,34942696,74176622,25730627,34942635
35533761,10949871,51939322,3663329,51436880,26627033
35580965,32850002,74317926,74348608,74304197,25935590
35597748,42272602,33943919,14966475,19775193,19774958
3560691,14568998,14569063,713247,7357967,712283
35607267,79857302,79965318,67634480,54406343,56365197
356188,233129,233129,11921226,11921226,356188
35620000,68432556,49004988,73125075,49004211,41791430
356371,10706084,410704,2249745,452118,2249747
356386,10706160,26315122,10706084,410704,356387
356387,10706160,26315122,10706084,356386,410704
356791,376848,379462,8378816,375565,556556
35722087,10719006,50587112,44038577,14585382,32809813
35723184,79857302,50319688,21017060,56365197,62715859
35726089,74247140,70772235,25749035,62445418,29572815
35726908,74247140,35726089,22413470,855600,22336000
35729836,4981861,4981859,3683399,26691653,26689717
35729879,63494589,74489817,31276832,54028954,58437155
35735258,54626520,54487123,19772651,36710007,67975846
35737361,20139040,46779514,48738374,46828889,33421701
35795143,55934345,10603363,15971921,15380161,28240413
35909293,32223343,13677438,50438593,71210329,13743101
35909611,17038778,5904663,63226094,5911429,31142917
35920722,12404601,12404601,4026305,74311543,25206026
35933885,50592897,50421562,50421561,50685658,50702927
359480,36189537,122012,11914559,359484,359484
359483,360660,359484,359484,199828,10140056
359484,555019,359483,11914559,359480,359484
359492,379462,375565,104180,418556,376848
35951327,4708475,33158589,16258285,8490373,32836957
359620,32933095,10673415,13302966,6986847,12736752
359726,66650870,24865067,16262699,14265753,13781962
3597899,15096383,4713017,4713035,14270619,3597911
3597911,4713017,4713035,14270619,5849615,3597899
36020972,37822610,74741901,69459839,36275060,14198289
36029669,6803095,7357967,10766617,14569063,14566337
3606453,65395332,54680052,7820533,51884751,72881850
360660,359483,122012,515550,36189537,515551
360738,3953455,5050641,26288854,48701295,76192331
3608387,4953341,502088,486766,4953369,4953367
361277,2883909,122012,515551,36189537,588800
361279,16385902,1044890,11241055,361277,11891181
3614507,56697301,21526737,1582161,12011510,465219
36189537,2883909,360660,361277,122012,515551
36240066,4092401,33722520,68297085,80978486,8021522
36264193,11254535,11217956,35281385,35170466,19460704
36275060,14198289,66897982,40347531,39165790,37822610
362872,916764,419024,584802,10690670,418636
36306343,54011966,54008310,991339,990751,990925
36344502,21416460,7816939,57642927,24454099,24456725
36368474,6649989,6703629,6885293,6880747,77241812
3642417,73315307,426223,3018149,461040,461038
36434333,23536001,65948026,48812108,53468229,37929811
36454182,59471172,68259526,78607632,9976235,58666606
36457818,36995341,52780662,44065922,53639849,54414906
3648491,14463242,51235948,51235932,823288,20549990
36499506,1530039,76273925,52646227,36499535,36499508
36499508,1530039,76273925,52646227,36499535,36499506
36499535,1530039,1534193,76273925,36499506,36499508
36518570,48452169,23536001,68230948,56903194,56962891
3657625,76184540,53448839,71105466,11387239,14033974
36618600,6885293,6703629,11866615,16420565,16420605
36623643,68778596,5986733,5983519,68760042,68760242
3663329,31245660,10949871,23404135,19928605,51436880
36634252,502118,502158,502088,502113,3311319
36652304,34723316,10806848,13406653,55517153,43048676
3665301,50421559,50421562,50421561,50421565,50421557
3665529,69271416,73547373,63839533,58065346,21466087
3666899,47994357,2640471,1418743,75453884,3717703
36710007,56458881,73261935,46472383,54487123,75337445
3672421,28527933,22093519,23291246,11782132,20806296
36733577,32414731,33075647,33108554,38761476,32408303
367337,10671551,25696258,26029929,46037816,50253867
36768776,62370482,5950363,5950575,24766023,23566124
36780619,52333193,41574489,46695756,56365197,27977454
3683399,3311319,502113,502088,502158,502118
3685791,29114376,15598839,29114814,56113792,3686091
3686091,29114376,15598839,29114814,56113792,3685791
36909167,35266279,35260971,48492517,35259667,76103258
36947382,16258285,40823887,17912455,855036,4713289
36995337,16536070,3812659,16536041,16536025,36996482
36996186,52774785,52774775,486701,21440464,36996478
36996478,52774785,52774775,486701,21440464,36996186
36996482,16536070,3812659,16536041,16536025,36995337
37000902,37822610,12041791,73125075,64319112,37000912
37000912,73125075,12370066,12041791,64319112,37000902
37028355,45209285,32414731,33108554,38761476,37130119
37130119,32408303,45209285,45430926,32414731,37028355
3716571,70914768,15672319,68359249,9381544,15972213
3717703,8820501,2640471,1418743,3666899,75453884
3718239,23518127,23518127,294065,899588,12420809
37293702,68821409,55406079,14815404,55410457,61899363
3729945,14569063,73247867,13861313,1985993,73248536
373571,6172235,9528709,7975728,422516,6173175
37474291,1097744,73987485,50326880,3171419,8326109
37487298,76052568,57841945,44007386,57887358,73100602
37503894,19242072,52487273,35460128,12716267,7383363
37530700,49863949,9996258,9982809,9992091,67360687
37551765,51466982,74893380,52069061,76451695,46107871
37552451,487524,8321616,73315307,8130811,11856185
375565,379462,556556,8378816,356791,376848
376848,73125075,37000902,41791430,359492,375565
3770729,461040,1501767,1516999,1500863,4026423
37792470,19460704,7555917,47815131,55780679,72802708
37822610,41381461,66897982,36275060,40347531,39165790
37834745,52333193,24408779,52846433,14438455,19285345
37878694,20118252,1892025,19928605,51436880,62754437
37891357,38302891,17954263,57316596,17954259,50604092
3792857,13379768,39854315,79239442,1911005,4345687
37929811,31238288,65948026,48812108,36434333,53468229
37935420,44911333,15792427,16555172,74610299,68769369
37944329,29655357,17589287,7140249,42631737,57484728
379462,104180,356791,556556,8378816,375565
37946490,64319112,32052984,375565,41791430,11626751
38072358,11199995,14033602,14033612,33108693,72128653
38089568,31001562,2343087,28324579,52341443,49227944
38103802,4708475,17919303,56309551,14536798,14578165
38115363,3428585,28754687,10086966,13670608,5403891
381161,55930758,44887514,454834,408195,381162
381162,55930758,44887514,381161,454834,408195
38118750,76161572,72217122,22198166,56597141,66138337
38120507,58957932,61280865,21085893,77242491,54393507
38120774,13957952,11242886,66955489,46913805,48221804
3812659,36996482,36995337,16536025,16536070,16536041
38130250,38133993,35302658,24596629,4688757,6991111
38133993,6991111,35302658,2596899,24596629,38130250
38144690,8159799,8023300,13918145,38151960,1714729
38151960,8159799,1714729,8023300,24989957,38144690
3818757,1502145,7319551,7319751,7318823,3818775
3818775,1502145,7318823,7319551,7319751,3818757
3819821,536240,1501727,4296707,3819941,4287801
3819941,536260,536240,756761,4287801,3819821
38215482,19336345,20919759,34531250,58473284,52093852
38242369,73844240,46779514,66605328,46155766,68438022
38302891,50604092,17954263,37891357,17954259,13114633
38309582,62242668,32111995,11802138,42333095,31261844
3831591,575389,311788,575388,26029837,14388647
38323087,26315122,32200279,76029885,33164951,10706084
38440074,45339653,59429978,26305965,26062659,25648528
38458616,7347125,55049362,23459272,12567795,46623654
38517886,47507712,71087291,74983716,57508317,38519367
38518662,576880,556922,998687,518633,518679
38519367,74983716,47507712,71087291,57508317,38517886
385455,11212346,7217981,21316309,5913881,386464
3858183,74162456,56305761,456525,456521,6539103
38606217,35195236,1602285,562585,10756629,467462
386464,361277,7217981,5913881,21316309,385455
38705394,43924153,74776150,72290345,72038887,24505295
38761476,37028355,33108554,44184322,42953815,32414731
38762682,44607240,10282851,13367716,21310789,45168294
389145,299431,203734,54665,54665,74267277
38997194,72217122,75837832,76161572,55719951,56799621
39047200,52481412,52480318,52417468,52406424,41274209
39056842,76777564,76101329,76310232,72575377,75557997
39067186,22281227,56748461,50721406,50316874,50305901
39165790,66897982,41381461,36275060,40347531,37822610
3922389,68358114,7734288,5371673,32111995,2669195
39325978,10806848,27946536,14241258,56999311,5850113
39328685,74193765,74227763,51717579,44244493,73681045
3939221,36306343,556507,964223,556642,964243
3953455,11241055,588800,25732951,11582921,4252075
39720996,58204138,37822610,73125075,41791430,68432556
3972601,15096383,10603363,6715805,14270619,16717623
39854315,36434333,53468229,48812108,37929811,3792857
39992118,70722482,74342054,73806442,72535930,54245193
4026305,25206026,12404601,12404601,12404622,11407472
4026423,12238762,1517005,1516999,3770729,1500863
4028301,1059892,13580400,28571379,35460128,19242072
4032669,5452277,27856093,55585425,19763307,7176411
40343230,73103412,73102935,73103094,40348221,40350394
40348221,73103412,73102935,73103094,40343230,40350394
40350394,73103412,73102935,73103094,40343230,40348221
40351876,73103291,73103412,73102935,73103094,40350394
40369758,9977527,9977722,14904115,49291897,14904488
4048043,11418386,11375305,16519193,4048581,11213994
4048581,16519193,11418386,4048043,11213994,16523479
4048605,11251935,23181426,11251735,11251743,11251951
405243,502088,447634,502113,3311319,405288
405252,405288,10683512,11372225,405243,10683352
405288,502113,3311319,447634,540865,405243
40547505,55873620,17473989,77907594,14524994,41446843
40639597,35170466,19460704,35281385,11254535,36264193
4065031,11251735,4048605,11251951,11251743,4065607
4065607,11251735,4048605,11251951,11251743,4065031
40691443,25402524,2546979,34520643,25248696,4539349
4070487,12735027,67257699,588005,25892097,10005392
40737659,52220154,22153584,8826583,47516974,34557311
40796418,52889826,41574489,52333193,26093257,56885678
408195,44887514,55930758,381161,454834,381162
40823013,855036,14867785,33158589,7546725,40823887
40823887,14867785,36947382,7546725,855036,40823013
4092401,56498902,33722520,4169825,16963971,8021522
40958139,49858514,50188485,45437829,46650998,54903225
410704,10706160,26315122,10706084,356386,356387
41098424,50883140,72515057,41098540,8112969,49884032
41098540,67345441,41098424,50883140,72515057,8112969
41147065,359492,43742273,375565,310917,310917
411505,74247140,74141526,51571587,74623725,31602057
41156200,20475644,44809646,37000902,12370066,37000912
41160563,54023404,54023388,44820374,45869877,43665335
41167737,10001373,16135710,75583326,75580631,31980817
41169027,19606295,58677681,12108701,66930382,1605995
41195639,44009404,52402442,4492151,55049362,54639263
41219182,20833539,55366883,73378806,11230151,16651189
41239825,53646144,20711020,75948562,29440849,53642202
4125015,58566938,68125744,71505389,20712825,54384395
41265405,4688757,7144625,66940778,6991111,4688759
41316363,23536612,47067536,48452169,23536001,48432507
41318362,72881850,51884751,59322576,47321729,46841782
41318754,66773643,44106461,43924153,2360457,43865002
41319582,54478250,54023400,54023421,54023404,54023388
41335383,518679,66573446,17954263,4747467,44224953
41381461,69752015,39165790,40347531,37822610,68418555
41384708,10086966,13670608,5403891,52627677,56714697
414327,1684009,72520984,1666387,4747467,11199435
41446843,25184004,17473989,77907594,14524994,40547505
414703,17915655,25081207,458357,6872581,116897
41492301,20475644,48490928,12370066,12041791,45163095
41499593,19988255,19767845,73612703,41502230,25501830
41502230,25501830,41499593,19988255,19767845,73612703
415050,10603363,4727349,415086,415071,415060
415060,10603363,4727349,415086,415071,415050
415071,5849439,4727349,415050,415060,415086
415086,4713017,4713035,415050,415060,415071
4154855,556642,556507,964243,964223,8141074
41556669,66573446,34513368,57269938,57268501,6509743
41574489,52333193,56365197,70817873,46621334,46695756
41597056,45268753,74978842,56406884,54044672,21430338
416601,548496,416914,595607,416985,416613
416613,595607,416978,416625,416985,416601
416625,491362,456521,48509229,3858183,12404568
416911,417018,459843,416985,595607,416914
416914,416978,416985,459843,595607,416911
41694647,14033757,23304368,26274900,20271580,71897367
416978,416613,416990,416985,595607,56248606
4169825,16047845,33722520,16963971,4092401,8021522
416985,416613,416978,416914,416911,595607
416990,416914,74561661,416985,416978,595607
417018,416985,416911,416914,595607,459843
41791430,39720996,49004211,73125075,32052984,35620000
41819516,73641065,59288875,24343930,73476077,33078123
418556,104180,556556,375565,376848,359492
418636,53266115,10690670,584802,362872,419024
419024,53266115,10690670,584802,362872,418636
4191389,548529,548545,548547,3549585,548549
4193095,1311789,828429,20200144,20200132,3277475
419322,29837913,764198,16667097,10021395,19420381
419326,419322,2903577,2902221,419479,2901371
419479,829158,16675019,29837913,419326,2901371
42003599,68222196,68200288,68297085,57730666,42006873
42006873,68200288,68222196,68297085,57730666,42003599
42084193,73681045,73681047,51717579,74192857,44244493
42084195,42084193,73681045,51717579,73681047,44244493
